pozo_id,empresa_grupo,formacion,fase_ajustada,anio_inicio,qi,di_anual_pct,b_factor,eur_nativo,eur_boe,np_actual_nativo,factor_recup_pct,r2,n_meses_ajuste,meses_hasta_pico,calidad_fit
159404,Tecpetrol,VACA MUERTA,GAS,2018,11695.1,70.3,0.727,308128.3,1813643.0,252428.1,81.9,0.8656,96,2,BUENO
166589,Chevron,VACA MUERTA,PETROLEO,2025,7643.5,99.2,2.0,286031.4,1799080.0,56179.2,19.6,0.8399,9,5,BUENO
161771,TotalEnergies,VACA MUERTA,GAS,2020,9055.6,79.0,1.096,305159.1,1796166.0,192123.1,63.0,0.9912,70,4,BUENO
159336,Tecpetrol,VACA MUERTA,GAS,2018,10118.4,60.3,0.658,304996.8,1795211.0,246685.9,80.9,0.8976,98,1,BUENO
162707,YPF,VACA MUERTA,GAS,2021,13776.9,100.0,2.0,303958.8,1789101.0,166721.1,54.8,0.196,54,4,DESCARTADO
162594,Tecpetrol,VACA MUERTA,GAS,2021,23015.6,86.3,0.574,303540.9,1786642.0,290115.0,95.6,0.7437,59,1,BUENO
158807,TotalEnergies,VACA MUERTA,GAS,2017,8634.4,81.3,1.202,303375.4,1785668.0,213517.1,70.4,0.9229,101,3,BUENO
159044,TotalEnergies,VACA MUERTA,GAS,2017,10456.1,86.5,1.14,303037.9,1783681.0,218027.3,71.9,0.9759,101,2,BUENO
163234,YPF,VACA MUERTA,PETROLEO,2022,7619.5,99.1,2.0,283435.3,1782751.0,124136.5,43.8,0.7923,47,4,BUENO
166440,YPF,VACA MUERTA,PETROLEO,2025,4253.5,64.9,2.0,282632.5,1777702.0,44732.1,15.8,0.7929,12,4,BUENO
166693,YPF,VACA MUERTA,PETROLEO,2025,7118.8,83.4,1.415,282421.4,1776374.0,57723.1,20.4,0.9871,10,3,BUENO
163969,Shell,VACA MUERTA,PETROLEO,2023,7593.3,96.2,1.606,282398.7,1776231.0,132923.1,47.1,0.9304,36,6,BUENO
166878,YPF,VACA MUERTA,PETROLEO,2025,4116.4,62.2,2.0,282269.3,1775417.0,31427.8,11.1,0.5758,7,3,REGULAR
165442,Tecpetrol,VACA MUERTA,GAS,2024,14133.3,71.9,0.576,301183.0,1772763.0,182470.0,60.6,0.815,23,3,BUENO
165361,YPF,VACA MUERTA,PETROLEO,2024,7669.5,95.2,1.677,281679.0,1771705.0,92326.3,32.8,0.8518,24,3,BUENO
159411,Pan American Energy,VACA MUERTA,GAS,2018,8497.7,46.5,0.132,299914.7,1765298.0,301442.8,100.5,0.7124,83,15,BUENO
165545,Chevron,VACA MUERTA,PETROLEO,2024,6806.8,98.6,2.0,280538.4,1764530.0,72994.5,26.0,0.8701,12,12,BUENO
160813,Pluspetrol,VACA MUERTA,GAS,2019,11752.4,72.0,0.675,298844.5,1758999.0,244162.3,81.7,0.9558,77,8,BUENO
161277,Pluspetrol,VACA MUERTA,GAS,2019,14601.4,71.8,0.591,298388.4,1756314.0,259838.7,87.1,0.927,80,3,BUENO
166772,YPF,VACA MUERTA,PETROLEO,2025,2819.9,29.8,2.0,277777.9,1747167.0,27109.4,9.8,0.1027,9,3,DESCARTADO
160854,YPF,VACA MUERTA,PETROLEO,2019,7193.7,90.0,1.537,276893.4,1741604.0,168777.6,61.0,0.6583,82,3,REGULAR
166549,YPF,VACA MUERTA,PETROLEO,2025,3999.8,60.5,2.0,276856.4,1741371.0,41545.9,15.0,0.4323,12,3,REGULAR
162487,YPF,VACA MUERTA,PETROLEO,2021,6331.9,99.6,2.0,275735.6,1734322.0,154112.8,55.9,0.5495,46,15,REGULAR
161688,YPF,VACA MUERTA,PETROLEO,2020,8432.3,93.4,1.391,275491.2,1732785.0,171548.3,62.3,0.9365,73,5,BUENO
163527,ExxonMobil,VACA MUERTA,PETROLEO,2022,3125.3,37.5,2.0,275259.7,1731328.0,84666.5,30.8,-0.1069,46,2,DESCARTADO
165275,YPF,VACA MUERTA,PETROLEO,2024,8091.0,90.8,1.376,275254.7,1731297.0,104058.3,37.8,0.625,24,4,REGULAR
162336,YPF,VACA MUERTA,GAS,2021,11969.8,87.4,1.006,294030.8,1730665.0,189806.5,64.6,0.777,62,1,BUENO
166599,Tecpetrol,VACA MUERTA,GAS,2025,13723.6,100.0,2.0,293468.1,1727353.0,70147.1,23.9,0.3661,12,2,DESCARTADO
159382,YPF,VACA MUERTA,PETROLEO,2018,7096.6,97.1,1.865,274430.3,1726112.0,172027.5,62.7,0.681,94,4,REGULAR
165696,Pluspetrol,VACA MUERTA,GAS,2024,6585.9,95.2,2.0,292464.1,1721444.0,60777.4,20.8,0.6832,12,12,REGULAR
165829,Tecpetrol,VACA MUERTA,GAS,2024,13287.9,82.6,0.732,291855.1,1717859.0,146814.0,50.3,0.9272,14,6,BUENO
162242,ExxonMobil,VACA MUERTA,PETROLEO,2021,11823.4,96.2,1.185,272211.7,1712157.0,164216.3,60.3,0.8972,56,9,BUENO
160847,YPF,VACA MUERTA,GAS,2019,6806.4,62.0,0.95,290839.1,1711879.0,193851.6,66.7,0.7307,77,8,BUENO
166156,Pan American Energy,VACA MUERTA,PETROLEO,2024,6778.6,97.3,2.0,271907.0,1710241.0,63605.0,23.4,0.3741,17,3,DESCARTADO
163246,Vista Energy,VACA MUERTA,PETROLEO,2022,11758.5,98.6,1.334,271653.8,1708648.0,147485.4,54.3,0.9175,48,3,BUENO
164796,YPF,VACA MUERTA,PETROLEO,2023,4703.9,79.5,2.0,270446.0,1701051.0,85124.4,31.5,0.4704,29,4,REGULAR
163327,YPF,VACA MUERTA,PETROLEO,2022,5961.5,94.9,2.0,268897.4,1691311.0,114860.0,42.7,0.4742,45,5,REGULAR
164024,YPF,VACA MUERTA,GAS,2023,13318.2,96.2,0.933,287211.1,1690525.0,197441.9,68.7,0.7166,27,15,BUENO
162440,Pluspetrol,VACA MUERTA,GAS,2021,12817.1,66.2,0.545,287193.4,1690420.0,229430.3,79.9,0.8393,57,4,BUENO
162408,YPF,VACA MUERTA,GAS,2021,13613.4,94.8,1.058,286373.1,1685592.0,191701.1,66.9,0.8638,60,2,BUENO
164967,YPF,VACA MUERTA,PETROLEO,2024,7445.6,99.6,2.0,267908.6,1685092.0,95812.3,35.8,0.2963,27,4,DESCARTADO
160931,YPF,VACA MUERTA,GAS,2019,11096.4,98.9,1.464,286158.1,1684327.0,185839.0,64.9,0.4635,82,2,REGULAR
165781,YPF,VACA MUERTA,PETROLEO,2024,2459.4,23.1,2.0,266899.6,1678745.0,43219.8,16.2,0.0539,18,3,DESCARTADO
162564,YPF,VACA MUERTA,PETROLEO,2021,5323.4,89.4,2.0,266875.5,1678594.0,126372.9,47.4,0.424,56,4,REGULAR
164532,Chevron,VACA MUERTA,PETROLEO,2023,4745.7,89.0,2.0,266677.3,1677347.0,63303.4,23.7,0.6022,7,29,REGULAR
164353,Pluspetrol,VACA MUERTA,GAS,2023,15548.3,100.0,1.28,283875.8,1670893.0,169689.3,59.8,0.6426,26,12,REGULAR
158962,Tecpetrol,VACA MUERTA,GAS,2018,12037.0,82.0,0.853,283158.1,1666669.0,228745.9,80.8,0.809,99,3,BUENO
165561,Vista Energy,VACA MUERTA,PETROLEO,2024,10508.9,99.7,1.607,264961.0,1666552.0,86979.4,32.8,0.7508,22,2,BUENO
165046,YPF,VACA MUERTA,GAS,2024,13757.0,48.6,0.01,282918.9,1665261.0,225158.8,79.6,0.4973,24,6,REGULAR
166959,Pampa Energía,VACA MUERTA,GAS,2025,17169.3,52.8,0.01,282636.1,1663596.0,96967.7,34.3,0.7556,6,2,BUENO
164416,YPF,VACA MUERTA,GAS,2023,12218.4,56.0,0.353,282583.4,1663286.0,212416.2,75.2,0.8298,35,3,BUENO
158963,Tecpetrol,VACA MUERTA,GAS,2018,11542.6,74.7,0.746,282573.4,1663227.0,235360.7,83.3,0.7893,99,4,BUENO
162028,YPF,VACA MUERTA,PETROLEO,2020,8868.4,100.0,2.0,264284.3,1662295.0,139197.5,52.7,0.6638,65,3,REGULAR
164321,Pan American Energy,VACA MUERTA,GAS,2023,11192.2,50.7,0.313,282338.3,1661843.0,209027.3,74.0,0.8586,36,3,BUENO
163726,Pluspetrol,VACA MUERTA,GAS,2022,13586.6,77.5,0.654,282162.2,1660807.0,205496.6,72.8,0.932,41,4,BUENO
160464,Tecpetrol,VACA MUERTA,GAS,2019,12519.0,44.4,0.01,282075.0,1660293.0,284681.9,100.9,0.8562,85,3,BUENO
166617,YPF,VACA MUERTA,PETROLEO,2025,6855.6,98.5,2.0,262985.4,1654126.0,50601.8,19.2,0.6056,11,3,REGULAR
158928,Tecpetrol,VACA MUERTA,GAS,2018,12948.7,70.2,0.57,280897.8,1653364.0,258966.1,92.2,0.8116,100,3,BUENO
165683,YPF,VACA MUERTA,PETROLEO,2024,3782.9,61.1,2.0,262742.4,1652597.0,58462.0,22.3,0.452,20,3,REGULAR
165042,YPF,VACA MUERTA,GAS,2024,2246.5,12.4,0.701,280644.0,1651871.0,55530.5,19.8,0.4222,19,11,REGULAR
156471,YPF,VACA MUERTA,GAS,2016,11577.4,89.5,1.026,280604.5,1651638.0,224104.1,79.9,0.8871,123,2,BUENO
165777,Vista Energy,VACA MUERTA,PETROLEO,2024,7551.7,99.5,2.0,262531.0,1651267.0,68973.8,26.3,0.8926,19,2,BUENO
166202,YPF,VACA MUERTA,PETROLEO,2025,8736.5,88.8,1.237,262458.5,1650811.0,80064.1,30.5,0.9061,17,2,BUENO
166932,YPF,VACA MUERTA,PETROLEO,2025,11751.9,99.6,1.435,262306.3,1649854.0,56690.3,21.6,0.9677,7,2,BUENO
164349,Pampa Energía,VACA MUERTA,GAS,2023,8404.7,98.5,1.781,280125.0,1648816.0,108210.5,38.6,0.7095,36,2,BUENO
163330,YPF,VACA MUERTA,PETROLEO,2022,7916.1,80.2,1.088,261655.6,1645761.0,141684.6,54.1,0.8762,46,4,BUENO
160090,TotalEnergies,VACA MUERTA,GAS,2018,7428.9,83.8,1.339,279350.3,1644256.0,181478.7,65.0,0.9826,89,3,BUENO
160557,Shell,VACA MUERTA,GAS,2019,4468.8,76.3,2.0,279238.0,1643595.0,54056.0,19.4,0.8092,9,77,BUENO
163249,Vista Energy,VACA MUERTA,PETROLEO,2022,7962.5,79.5,1.118,261133.1,1642475.0,135938.6,52.1,0.6451,48,3,REGULAR
163135,Pluspetrol,VACA MUERTA,GAS,2022,11596.2,69.7,0.645,278845.4,1641284.0,199833.9,71.7,0.8814,50,2,BUENO
166657,Vista Energy,VACA MUERTA,PETROLEO,2025,10329.3,92.6,1.16,260556.3,1638847.0,70575.1,27.1,0.9731,11,2,BUENO
166205,YPF,VACA MUERTA,PETROLEO,2025,9310.4,97.9,1.469,260249.7,1636919.0,82436.8,31.7,0.8916,17,2,BUENO
161528,TotalEnergies,VACA MUERTA,GAS,2019,10032.3,73.6,0.783,277494.3,1633331.0,208202.8,75.0,0.9896,74,6,BUENO
166678,YPF,VACA MUERTA,PETROLEO,2025,5614.4,93.8,2.0,259618.7,1632950.0,44652.6,17.2,0.6411,8,5,REGULAR
159500,YPF,VACA MUERTA,PETROLEO,2018,6857.8,99.4,2.0,258712.7,1627251.0,167700.5,64.8,0.5242,92,5,REGULAR
166499,Vista Energy,VACA MUERTA,PETROLEO,2025,6901.2,98.8,2.0,258629.4,1626727.0,52642.5,20.4,0.9227,12,3,BUENO
160928,YPF,VACA MUERTA,PETROLEO,2019,8327.4,86.3,1.093,258465.9,1625699.0,181680.9,70.3,0.8552,78,6,BUENO
166818,YPF,VACA MUERTA,PETROLEO,2025,5051.3,87.1,2.0,258097.5,1623382.0,34377.6,13.3,0.5955,7,4,REGULAR
159492,YPF,VACA MUERTA,PETROLEO,2018,5050.5,88.6,2.0,257830.9,1621705.0,161910.8,62.8,0.4415,94,3,REGULAR
163761,YPF,VACA MUERTA,PETROLEO,2022,3852.0,69.2,2.0,257801.1,1621517.0,97111.9,37.7,0.6422,38,7,REGULAR
164904,TotalEnergies,VACA MUERTA,GAS,2023,11842.6,41.1,0.01,275346.7,1620691.0,214048.5,77.7,0.5343,31,1,REGULAR
161772,TotalEnergies,VACA MUERTA,GAS,2020,7072.0,96.7,1.786,275047.9,1618932.0,153856.3,55.9,0.9874,68,6,BUENO
162246,ExxonMobil,VACA MUERTA,PETROLEO,2021,16902.0,79.1,0.524,257368.6,1618797.0,236840.4,92.0,0.9858,58,7,BUENO
162024,YPF,VACA MUERTA,PETROLEO,2020,11825.1,100.0,1.765,256807.3,1615267.0,152633.3,59.4,0.7574,64,4,BUENO
163741,Tecpetrol,VACA MUERTA,GAS,2022,13997.7,46.8,0.01,274189.6,1613880.0,258281.9,94.2,0.8489,43,2,BUENO
165679,YPF,VACA MUERTA,PETROLEO,2024,4697.4,82.8,2.0,256569.1,1613768.0,64083.5,25.0,0.7465,20,3,BUENO
158961,Tecpetrol,VACA MUERTA,GAS,2018,10641.5,71.3,0.724,273873.4,1612019.0,223962.8,81.8,0.7216,99,3,BUENO
165276,YPF,VACA MUERTA,PETROLEO,2024,5107.8,90.6,2.0,256284.9,1611981.0,75815.4,29.6,0.7634,22,6,BUENO
163428,YPF,VACA MUERTA,GAS,2022,10044.5,69.1,0.01,273631.4,1610594.0,264125.3,96.5,0.6189,19,30,REGULAR
163395,Vista Energy,VACA MUERTA,PETROLEO,2022,8220.8,83.6,1.131,255716.0,1608402.0,134072.4,52.4,0.9671,46,5,BUENO
162826,Pan American Energy,VACA MUERTA,GAS,2021,10456.2,48.7,0.233,273097.9,1607454.0,243572.5,89.2,0.9155,53,4,BUENO
166585,Shell,VACA MUERTA,PETROLEO,2025,9344.7,92.1,1.219,255434.4,1606631.0,72455.4,28.4,0.8816,13,2,BUENO
166616,YPF,VACA MUERTA,PETROLEO,2025,10421.0,98.9,1.424,255167.1,1604950.0,68131.9,26.7,0.8853,11,3,BUENO
165358,YPF,VACA MUERTA,PETROLEO,2024,5580.7,93.0,2.0,254885.1,1603176.0,71644.3,28.1,0.9576,24,3,BUENO
163599,YPF,VACA MUERTA,PETROLEO,2022,8618.1,90.8,1.229,254703.2,1602032.0,133607.2,52.5,0.8717,44,3,BUENO
166909,Vista Energy,VACA MUERTA,PETROLEO,2025,5829.9,87.4,1.727,254427.6,1600299.0,32306.0,12.7,0.926,7,2,BUENO
165720,YPF,VACA MUERTA,PETROLEO,2024,4633.0,80.3,2.0,254238.8,1599111.0,57267.2,22.5,0.4441,20,2,REGULAR
161866,Vista Energy,VACA MUERTA,PETROLEO,2020,9384.9,90.1,1.134,253600.5,1595096.0,163325.8,64.4,0.9515,69,2,BUENO
163422,YPF,VACA MUERTA,PETROLEO,2022,7286.2,99.6,2.0,253366.8,1593626.0,111828.2,44.1,0.4925,46,3,REGULAR
162706,YPF,VACA MUERTA,GAS,2021,9465.8,100.0,2.0,270290.8,1590932.0,133228.6,49.3,0.2056,54,4,DESCARTADO
164021,YPF,VACA MUERTA,GAS,2023,12848.2,81.1,0.608,270056.6,1589553.0,206224.2,76.4,0.697,29,13,REGULAR
165546,Chevron,VACA MUERTA,PETROLEO,2024,4286.0,79.7,2.0,252415.1,1587640.0,53039.9,21.0,0.5972,12,12,REGULAR
166500,Vista Energy,VACA MUERTA,PETROLEO,2025,7915.6,99.9,2.0,252353.3,1587252.0,55723.0,22.1,0.5383,12,3,REGULAR
159329,Pan American Energy,VACA MUERTA,GAS,2018,12661.8,68.5,0.517,269640.3,1587103.0,256247.2,95.0,0.7534,96,3,BUENO
165718,YPF,VACA MUERTA,PETROLEO,2024,4084.9,71.8,2.0,252197.5,1586272.0,56163.1,22.3,0.8367,19,3,BUENO
165551,Vista Energy,VACA MUERTA,PETROLEO,2024,8619.5,100.0,2.0,252001.5,1585039.0,75383.7,29.9,0.9879,22,2,BUENO
161567,Pan American Energy,VACA MUERTA,GAS,2020,9281.7,45.9,0.341,268798.1,1582146.0,235758.0,87.7,0.9414,78,1,BUENO
166558,YPF,VACA MUERTA,PETROLEO,2025,5788.9,94.7,2.0,251498.6,1581876.0,47477.6,18.9,0.7835,13,2,BUENO
159184,Tecpetrol,VACA MUERTA,GAS,2018,11918.7,99.2,1.388,268194.2,1578591.0,190048.7,70.9,0.5956,99,1,REGULAR
160433,YPF,VACA MUERTA,PETROLEO,2019,6203.9,89.7,1.592,250403.3,1574987.0,154666.5,61.8,0.7368,85,3,BUENO
162713,YPF,VACA MUERTA,PETROLEO,2021,8470.3,100.0,2.0,249592.2,1569885.0,121447.2,48.7,0.6095,56,2,REGULAR
162559,YPF,VACA MUERTA,PETROLEO,2021,6563.6,98.6,2.0,249490.1,1569243.0,119081.5,47.7,0.6373,57,3,REGULAR
159498,YPF,VACA MUERTA,PETROLEO,2018,5535.0,95.3,2.0,248822.3,1565043.0,159505.7,64.1,0.5197,93,4,REGULAR
166659,Vista Energy,VACA MUERTA,PETROLEO,2025,5197.1,90.9,2.0,248643.3,1563917.0,41795.3,16.8,0.9412,10,3,BUENO
162126,Tecpetrol,VACA MUERTA,GAS,2021,11362.5,86.4,0.865,265511.2,1562799.0,199102.5,75.0,0.8752,62,5,BUENO
160812,Pluspetrol,VACA MUERTA,GAS,2019,12308.6,71.4,0.575,264910.1,1559261.0,234266.0,88.4,0.9043,81,4,BUENO
161368,YPF,VACA MUERTA,PETROLEO,2019,6429.5,98.9,2.0,247895.8,1559215.0,142170.9,57.4,0.5948,78,4,REGULAR
160958,Pampa Energía,VACA MUERTA,GAS,2019,9731.9,74.7,0.79,263258.0,1549537.0,202316.4,76.9,0.7596,81,3,BUENO
165666,YPF,VACA MUERTA,PETROLEO,2024,7738.2,99.9,2.0,246277.0,1549033.0,71550.8,29.1,0.5831,21,2,REGULAR
166989,YPF,VACA MUERTA,PETROLEO,2025,9267.6,76.9,0.825,245839.7,1546283.0,56562.7,23.0,0.8195,6,2,BUENO
158334,Tecpetrol,VACA MUERTA,GAS,2017,9291.2,99.7,1.706,262548.2,1545359.0,183277.2,69.8,0.708,106,3,BUENO
166384,Vista Energy,VACA MUERTA,PETROLEO,2025,8280.6,91.3,1.288,245250.6,1542577.0,67051.0,27.3,0.9827,14,2,BUENO
164572,YPF,VACA MUERTA,PETROLEO,2023,6151.1,98.3,2.0,244987.2,1540920.0,91979.1,37.5,0.4849,33,3,REGULAR
163162,YPF,VACA MUERTA,PETROLEO,2022,7431.2,99.9,2.0,244645.0,1538768.0,115044.6,47.0,0.598,49,3,REGULAR
159874,TotalEnergies,VACA MUERTA,GAS,2018,5007.0,34.9,0.554,261339.8,1538246.0,187400.5,71.7,0.9571,92,2,BUENO
164812,YPF,VACA MUERTA,GAS,2023,11426.9,96.3,1.162,260969.2,1536065.0,121002.0,46.4,0.771,25,8,BUENO
163844,YPF,VACA MUERTA,PETROLEO,2022,7216.9,99.3,1.714,243953.2,1534417.0,118082.5,48.4,0.5332,36,8,REGULAR
161584,Vista Energy,VACA MUERTA,PETROLEO,2020,11038.8,99.0,1.344,243725.8,1532987.0,156731.5,64.3,0.9578,74,5,BUENO
161425,YPF,VACA MUERTA,PETROLEO,2019,6890.0,96.5,1.739,243617.6,1532306.0,141317.9,58.0,0.6318,80,1,REGULAR
163728,Pluspetrol,VACA MUERTA,GAS,2022,13197.9,82.0,0.697,260194.2,1531503.0,190179.7,73.1,0.9469,41,4,BUENO
164204,TotalEnergies,VACA MUERTA,PETROLEO,2023,7767.5,62.1,0.658,243432.4,1531141.0,140406.0,57.7,0.4675,32,8,REGULAR
162886,YPF,VACA MUERTA,PETROLEO,2021,6593.6,99.7,2.0,243326.7,1530476.0,121164.4,49.8,0.6711,49,7,REGULAR
163677,Tecpetrol,VACA MUERTA,GAS,2022,11596.6,65.4,0.391,259924.7,1529917.0,221879.6,85.4,0.9175,38,8,BUENO
160002,TotalEnergies,VACA MUERTA,GAS,2018,7590.9,65.8,0.861,259612.2,1528077.0,188893.1,72.8,0.9704,91,3,BUENO
165330,TotalEnergies,VACA MUERTA,GAS,2024,13156.8,48.6,0.01,259394.1,1526794.0,200357.3,77.2,0.7197,23,4,BUENO
165694,Pluspetrol,VACA MUERTA,GAS,2024,5479.9,92.1,2.0,258896.2,1523863.0,52966.2,20.5,0.9681,13,11,BUENO
155453,TotalEnergies,VACA MUERTA,GAS,2015,12718.3,98.6,1.211,258570.9,1521948.0,214740.4,83.0,0.7785,123,7,BUENO
156965,YPF,VACA MUERTA,GAS,2016,6104.6,98.2,2.0,258290.1,1520296.0,192465.9,74.5,0.2898,113,7,DESCARTADO
165204,Tecpetrol,VACA MUERTA,GAS,2024,15964.4,71.5,0.382,258014.9,1518676.0,204765.6,79.4,0.9133,27,2,BUENO
164323,Pan American Energy,VACA MUERTA,GAS,2024,7611.5,43.6,0.418,257730.7,1517003.0,137950.9,53.5,0.6687,31,0,REGULAR
161223,Pan American Energy,VACA MUERTA,PETROLEO,2019,5248.0,49.5,0.82,240922.4,1515354.0,157958.6,65.6,0.8091,80,3,BUENO
158040,YPF,VACA MUERTA,GAS,2017,8009.0,38.3,0.176,256866.7,1511917.0,250864.7,97.7,0.9137,106,5,BUENO
166612,YPF,VACA MUERTA,PETROLEO,2025,3849.4,70.8,2.0,240069.5,1509989.0,37377.8,15.6,0.4989,11,3,REGULAR
164466,YPF,VACA MUERTA,PETROLEO,2023,7325.3,99.9,2.0,240004.4,1509580.0,93931.6,39.1,0.6047,32,5,REGULAR
164795,YPF,VACA MUERTA,PETROLEO,2023,5076.7,90.0,1.947,239884.5,1508826.0,76355.3,31.8,0.8885,30,3,BUENO
163727,Pluspetrol,VACA MUERTA,GAS,2022,12034.7,60.7,0.38,254913.8,1500423.0,207823.8,81.5,0.9062,41,4,BUENO
162593,Vista Energy,VACA MUERTA,PETROLEO,2021,10916.2,93.7,1.076,238434.0,1499702.0,150744.6,63.2,0.949,57,3,BUENO
166170,Tecpetrol,VACA MUERTA,PETROLEO,2025,5287.9,93.6,2.0,238164.4,1498006.0,54662.9,23.0,0.854,17,2,BUENO
164797,YPF,VACA MUERTA,PETROLEO,2023,6959.0,99.9,2.0,237948.6,1496649.0,89519.9,37.6,0.8433,29,4,BUENO
158921,Tecpetrol,VACA MUERTA,GAS,2018,10742.7,65.3,0.567,254139.9,1495867.0,225265.2,88.6,0.8593,101,2,BUENO
162742,Vista Energy,VACA MUERTA,PETROLEO,2021,10393.6,93.9,1.101,237546.3,1494119.0,147265.8,62.0,0.8559,54,3,BUENO
159922,Tecpetrol,VACA MUERTA,GAS,2018,8558.2,33.9,0.01,253261.2,1490695.0,252401.2,99.7,0.5662,92,2,REGULAR
164573,YPF,VACA MUERTA,PETROLEO,2023,8759.7,92.3,1.194,236658.2,1488533.0,112515.9,47.5,0.879,34,2,BUENO
163510,YPF,VACA MUERTA,PETROLEO,2022,5068.7,93.2,2.0,236602.8,1488184.0,97974.2,41.4,0.6598,44,4,REGULAR
164806,YPF,VACA MUERTA,PETROLEO,2023,6882.6,82.4,1.142,236037.9,1484631.0,106389.9,45.1,0.8548,29,4,BUENO
161515,YPF,VACA MUERTA,PETROLEO,2019,6550.6,86.2,1.258,236017.0,1484500.0,153048.2,64.8,0.8412,73,7,BUENO
163491,Vista Energy,VACA MUERTA,PETROLEO,2022,7417.1,80.6,1.049,235929.7,1483951.0,129167.2,54.7,0.9273,44,7,BUENO
165672,YPF,VACA MUERTA,PETROLEO,2024,4457.8,84.5,2.0,235902.0,1483776.0,57535.3,24.4,0.7061,20,3,BUENO
162218,YPF,VACA MUERTA,GAS,2021,11237.7,97.2,1.22,251723.7,1481646.0,157509.4,62.6,0.7002,62,3,BUENO
164883,YPF,VACA MUERTA,PETROLEO,2023,5503.4,97.1,2.0,235456.6,1480975.0,79932.3,33.9,0.6236,27,5,REGULAR
164731,YPF,VACA MUERTA,PETROLEO,2023,5055.7,63.3,1.153,234980.8,1477982.0,91131.7,38.8,0.6267,31,3,REGULAR
165421,YPF,VACA MUERTA,PETROLEO,2024,6400.5,81.1,1.236,234777.7,1476705.0,84815.3,36.1,0.8194,23,3,BUENO
160050,YPF,VACA MUERTA,PETROLEO,2018,5040.9,93.9,2.0,234675.2,1476060.0,139269.0,59.3,0.5438,87,5,REGULAR
160207,Tecpetrol,VACA MUERTA,GAS,2019,8523.7,45.2,0.095,250349.5,1473557.0,252062.9,100.7,0.8447,79,11,BUENO
166622,YPF,VACA MUERTA,PETROLEO,2025,5329.5,95.1,2.0,234072.7,1472270.0,44378.0,19.0,0.6198,11,3,REGULAR
165331,TotalEnergies,VACA MUERTA,GAS,2024,15304.8,54.4,0.01,249648.8,1469433.0,210215.1,84.2,0.8284,24,3,BUENO
163856,YPF,VACA MUERTA,GAS,2022,8681.8,100.0,2.0,248817.0,1464537.0,103865.6,41.7,0.8539,35,9,BUENO
163691,YPF,VACA MUERTA,PETROLEO,2022,9762.8,93.2,1.105,232819.1,1464386.0,131367.1,56.4,0.9664,43,3,BUENO
160886,Wintershall,VACA MUERTA,PETROLEO,2019,4521.8,37.4,0.625,232370.1,1461561.0,156073.0,67.2,0.8442,82,2,BUENO
166794,Vista Energy,VACA MUERTA,PETROLEO,2025,4918.9,91.6,2.0,232258.2,1460858.0,34245.1,14.7,0.9138,8,3,BUENO
166151,Petrolera El Trébol,VACA MUERTA,PETROLEO,2024,6322.8,65.6,0.9,232152.8,1460195.0,83953.9,36.2,0.6973,19,3,REGULAR
166201,YPF,VACA MUERTA,PETROLEO,2025,7358.4,82.0,1.104,231757.7,1457710.0,75725.7,32.7,0.9064,17,2,BUENO
164275,YPF,VACA MUERTA,PETROLEO,2023,6910.4,99.8,2.0,231523.0,1456233.0,91384.8,39.5,0.8697,37,2,BUENO
165728,YPF,VACA MUERTA,PETROLEO,2024,6123.1,98.9,2.0,230869.9,1452125.0,61647.5,26.7,0.6928,19,3,REGULAR
165408,Tecpetrol,VACA MUERTA,GAS,2024,14197.3,72.9,0.46,246097.6,1448530.0,173360.7,70.4,0.8429,23,3,BUENO
161605,YPF,VACA MUERTA,PETROLEO,2020,7122.5,99.4,1.807,230274.9,1448383.0,129792.7,56.4,0.7535,69,10,BUENO
156489,YPF,VACA MUERTA,PETROLEO,2016,2444.5,33.8,2.0,229925.8,1446187.0,153230.0,66.6,0.3126,122,3,DESCARTADO
165353,YPF,VACA MUERTA,PETROLEO,2024,5861.0,98.7,2.0,229605.4,1444172.0,71786.0,31.3,0.7756,23,4,BUENO
162193,YPF,VACA MUERTA,GAS,2021,6498.7,100.0,2.0,245299.7,1443834.0,136632.4,55.7,0.6861,50,15,REGULAR
167030,Tecpetrol,VACA MUERTA,GAS,2026,15341.6,85.8,0.679,245128.5,1442826.0,75113.7,30.6,0.9177,6,1,BUENO
164022,YPF,VACA MUERTA,GAS,2023,12638.8,52.6,0.01,244261.2,1437721.0,229842.1,94.1,0.7413,35,7,BUENO
164568,YPF,VACA MUERTA,PETROLEO,2023,5716.6,97.9,2.0,228454.9,1436936.0,81632.8,35.7,0.7061,33,3,BUENO
165215,Vista Energy,VACA MUERTA,PETROLEO,2024,6314.2,95.0,1.705,227971.2,1433893.0,72499.6,31.8,0.9064,27,2,BUENO
164655,YPF,VACA MUERTA,PETROLEO,2023,6335.9,95.1,1.629,227926.3,1433611.0,89649.5,39.3,0.541,32,3,REGULAR
166299,Tecpetrol,VACA MUERTA,GAS,2025,12760.9,91.5,0.883,242356.5,1426510.0,109417.5,45.1,0.9796,15,2,BUENO
164006,Pluspetrol,VACA MUERTA,GAS,2023,23001.8,89.0,0.09,241800.9,1423240.0,259720.3,107.4,0.8935,25,17,BUENO
160888,Pluspetrol,VACA MUERTA,GAS,2019,10645.6,92.8,1.027,240840.9,1417590.0,175085.2,72.7,0.9259,77,7,BUENO
166320,YPF,VACA MUERTA,PETROLEO,2025,5457.9,97.4,2.0,225096.3,1415811.0,50604.4,22.5,0.1822,13,4,DESCARTADO
