pozo_id,empresa_grupo,water_cut_prom,gor_prom,petroleo_prom_m3,meses,etapa_pozo
147317,YPF,8.2,235.0,111.59112903225805,124,Temprano (<30%)
147318,YPF,7.9,261.9,42.194227642276424,123,Temprano (<30%)
147327,Tecpetrol,36.4,3001382.0,127.44298504854369,103,Intermedio (30-60%)
147415,O&G Developments,35.4,310.2,853.2857142857143,7,Intermedio (30-60%)
147463,YPF,29.5,1059.1,58.75333333333333,75,Temprano (<30%)
147465,YPF,22.5,972.6,58.91924137931035,145,Temprano (<30%)
147466,YPF,25.5,849.2,71.8444827586207,145,Temprano (<30%)
147467,YPF,8.8,1148.5,157.56258741258742,143,Temprano (<30%)
147468,YPF,15.8,982.6,85.15751724137931,145,Temprano (<30%)
147469,YPF,11.6,917.1,127.94731034482759,145,Temprano (<30%)
147470,YPF,15.6,948.2,81.73659722222222,144,Temprano (<30%)
147471,YPF,18.4,700.3,84.79525547445256,137,Temprano (<30%)
147472,YPF,19.1,1847.2,219.9556551724138,145,Temprano (<30%)
147473,YPF,16.8,1045.4,118.15082758620689,145,Temprano (<30%)
147474,YPF,34.5,1498.5,77.07096774193549,93,Intermedio (30-60%)
147486,YPF,19.3,337.3,93.51297872340425,94,Temprano (<30%)
147487,YPF,6.3,169.5,172.88622950819672,61,Temprano (<30%)
147488,YPF,11.8,396.6,483.50712765957445,94,Temprano (<30%)
147617,YPF,15.8,1526.5,136.98402777777778,144,Temprano (<30%)
147618,YPF,7.4,1259.5,98.34472222222222,144,Temprano (<30%)
147619,YPF,15.0,2225.1,113.365,144,Temprano (<30%)
147620,YPF,18.2,1465.1,92.19685314685314,143,Temprano (<30%)
147621,YPF,31.9,2105.2,119.04610294117647,136,Intermedio (30-60%)
147622,YPF,37.2,637.7,78.24340277777777,144,Intermedio (30-60%)
147623,YPF,27.4,926.7,95.8338888888889,144,Temprano (<30%)
147624,YPF,10.4,345.5,188.17847222222224,144,Temprano (<30%)
147625,YPF,23.2,1666.1,98.92496503496504,143,Temprano (<30%)
147626,YPF,33.0,1367.3,135.95442857142856,140,Intermedio (30-60%)
147627,YPF,23.3,1389.4,131.36493055555556,144,Temprano (<30%)
147628,YPF,19.9,1075.5,110.70965277777778,144,Temprano (<30%)
147629,YPF,16.8,1025.6,65.78798611111111,144,Temprano (<30%)
147630,YPF,17.8,3944.8,93.46236111111111,144,Temprano (<30%)
147631,YPF,11.8,728.5,83.95194444444445,144,Temprano (<30%)
147641,YPF,30.2,193.0,103.94828571428572,70,Intermedio (30-60%)
147642,YPF,18.7,197.0,86.73736842105262,95,Temprano (<30%)
152794,Geopark,0.0,0.0,107.379375,8,Temprano (<30%)
152794,Pluspetrol,0.2,2.1,178.2614503816794,131,Temprano (<30%)
152850,YPF,41.1,518.5,40.183706293706294,143,Intermedio (30-60%)
152851,YPF,32.7,790.7,20.98055944055944,143,Intermedio (30-60%)
152852,YPF,79.5,918.3,25.63874125874126,143,Maduro (>60%)
152853,YPF,8.8,991.6,118.76160839160839,143,Temprano (<30%)
152854,YPF,13.5,902.4,123.63972027972028,143,Temprano (<30%)
