cohorte,mes_vida,pozos_en_muestra,petroleo_prom_m3,gas_prom_mm3,boe_prom
2021,35,275,666.2,975.8,5747484.5
2021,36,271,675.9,911.5,5369508.3
2021,37,275,651.4,844.5,4974620.7
2021,38,275,623.7,876.1,5160445.3
2021,39,269,563.0,930.8,5482167.7
2021,40,271,567.9,847.9,4994385.0
2021,41,271,527.3,751.8,4428234.4
2021,42,262,503.7,770.1,4535907.5
2021,43,275,493.5,719.6,4238728.5
2021,44,275,493.9,820.2,4830810.9
2021,45,275,498.6,838.9,4940651.0
2021,46,275,471.8,721.7,4250720.9
2021,47,275,463.0,691.2,4071123.1
2021,48,275,444.5,725.0,4270259.4
2021,49,275,430.3,696.5,4102096.8
2021,50,275,446.4,652.6,3843943.7
2021,51,275,445.6,719.8,4239551.2
2021,52,275,445.8,708.1,4170793.7
2021,53,254,426.3,655.3,3859486.7
2021,54,216,445.7,639.3,3765898.3
2021,55,202,483.3,730.6,4303150.2
2021,56,175,514.3,710.8,4186973.6
2021,57,145,553.2,754.5,4444676.8
2021,58,130,560.8,848.8,4999425.9
2021,59,107,526.8,719.8,4239857.0
2021,60,79,565.0,650.2,3830484.1
2021,61,73,511.1,510.1,3005547.8
2021,62,19,447.1,389.2,2293392.5
2021,63,12,466.2,534.8,3150974.2
2022,0,305,443.5,601.9,3545711.3
2022,1,304,1802.5,2155.2,12696723.2
2022,2,305,2702.7,3239.4,19084231.1
2022,3,305,3254.0,3520.0,20739458.8
2022,4,305,3216.4,3100.1,18267508.2
2022,5,305,3017.8,2945.5,17356181.2
2022,6,305,2686.4,2859.9,16850555.9
2022,7,305,2461.4,2602.6,15334579.4
2022,8,305,2241.1,2405.5,14172681.9
2022,9,305,2081.4,2417.6,14243220.4
2022,10,305,1970.9,2398.9,14132332.7
2022,11,305,1814.1,2385.7,14053605.4
2022,12,305,1810.9,2133.0,12566233.0
2022,13,305,1649.4,2120.1,12489006.4
2022,14,305,1572.4,1986.2,11700830.8
2022,15,305,1535.7,1760.8,10373662.1
2022,16,305,1386.7,1732.4,10205408.2
2022,17,305,1396.9,1619.3,9540268.3
2022,18,305,1282.5,1619.1,9538082.0
2022,19,305,1278.7,1543.4,9092732.3
2022,20,305,1186.6,1577.1,9290217.3
2022,21,305,1115.2,1428.5,8414994.4
2022,22,305,1089.4,1458.6,8591976.0
2022,23,305,1026.5,1446.0,8517321.7
2022,24,305,961.2,1323.3,7795247.8
2022,25,305,927.6,1438.0,8469813.4
2022,26,305,903.0,1393.1,8205372.6
2022,27,298,907.0,1313.5,7737180.0
2022,28,305,929.4,1257.8,7409009.7
2022,29,305,913.6,1124.8,6626132.2
2022,30,305,861.0,1177.7,6937173.2
2022,31,293,842.7,1322.9,7792057.6
2022,32,305,878.7,1104.9,6508824.7
2022,33,305,857.2,1060.4,6247019.1
2022,34,305,869.6,1050.2,6186726.6
2022,35,305,866.3,966.9,5696508.7
2022,36,305,844.9,1035.8,6102295.9
2022,37,305,848.4,1039.3,6122446.1
2022,38,305,780.3,943.2,5556376.7
2022,39,305,823.8,970.0,5714747.6
2022,40,305,852.5,988.0,5820471.7
2022,41,265,859.9,945.3,5569373.0
2022,42,242,889.5,910.0,5362074.5
2022,43,223,790.2,857.5,5052065.8
2022,44,193,609.0,912.0,5371942.5
2022,45,175,543.2,827.0,4871171.2
2022,46,150,486.5,762.9,4493200.2
2022,47,126,528.2,702.5,4138287.9
2022,48,84,412.9,754.8,4445508.4
2022,49,62,487.7,709.1,4176657.9
2022,50,40,603.4,669.1,3941963.8
2022,51,22,573.5,822.2,4843205.6
2023,0,345,539.1,467.4,2754330.3
2023,1,338,2048.2,1963.9,11572482.1
2023,2,338,3068.3,2550.9,15034081.7
2023,3,334,3328.7,2861.9,16866213.5
2023,4,335,3135.8,2763.9,16288137.9
2023,5,340,2675.2,2655.8,15649012.1
2023,6,338,2254.6,2567.0,15123519.1
2023,7,343,1987.1,2453.3,14452708.2
2023,8,345,1827.6,2370.0,13961532.7
2023,9,333,1703.0,2334.0,13748605.2
2023,10,345,1554.9,2065.5,12167101.0
2023,11,341,1395.3,1990.4,11724293.8
2023,12,345,1476.2,2253.3,13272137.8
2023,13,345,1567.5,2311.2,13613540.4
2023,14,345,1446.6,2402.0,14147246.0
2023,15,340,1312.6,2391.4,14083837.1
2023,16,341,1270.4,2212.0,13027788.2
2023,17,345,1267.2,2169.1,12775382.2
2023,18,345,1225.5,2164.7,12749218.9
2023,19,342,1189.3,2138.7,12596009.7
2023,20,341,1141.3,1935.9,11402064.2
2023,21,345,1051.9,1819.6,10717055.3
2023,22,345,982.6,1629.4,9597008.3
2023,23,345,967.6,1637.9,9646948.8
2023,24,345,972.9,1653.7,9739820.0
2023,25,345,956.5,1626.4,9578973.0
2023,26,345,879.6,1536.2,9047866.5
2023,27,345,831.6,1467.7,8644165.2
2023,28,345,853.4,1499.5,8831587.9
2023,29,302,899.6,1472.8,8674631.5
2023,30,257,796.0,1398.9,8238831.3
2023,31,233,716.7,1202.9,7084819.4
2023,32,203,642.0,1211.2,7133370.9
2023,33,170,627.4,1408.3,8293249.8
2023,34,149,619.6,1681.2,9899654.1
2023,35,108,589.6,1631.8,9608623.2
2023,36,82,589.6,1909.0,11240353.6
2023,37,62,584.5,1443.0,8497086.4
2023,38,44,589.8,1226.0,7219768.0
2023,39,18,857.2,101.3,601668.8
2024,0,629,313.1,259.8,1530914.6
2024,1,624,1347.6,848.2,5000906.8
2024,2,624,2373.0,1240.3,7315511.7
2024,3,626,2528.3,1346.1,7939246.3
2024,4,629,2307.2,1327.2,7826675.2
2024,5,625,1969.0,1199.0,7069863.5
2024,6,625,1723.7,1132.1,6674219.2
2024,7,624,1500.4,974.9,5747975.9
2024,8,624,1408.2,962.3,5673096.3
2024,9,629,1279.3,1042.4,6143720.4
2024,10,629,1231.7,1006.1,5929401.8
2024,11,629,1181.5,984.1,5800106.2
2024,12,629,1149.1,977.6,5761486.2
2024,13,629,1089.1,1012.3,5965217.1
2024,14,629,1084.9,948.2,5588002.0
2024,15,629,965.2,893.8,5266918.9
2024,16,629,924.4,759.3,4474898.7
2024,17,614,867.9,675.2,3979679.9
2024,18,581,829.6,697.3,4109395.1
2024,19,556,766.7,677.0,3989498.7
2024,20,523,713.0,562.1,3313292.8
2024,21,471,595.7,436.9,2575602.2
2024,22,433,518.4,519.8,3063016.1
2024,23,407,460.6,537.8,3168455.6
2024,24,371,406.8,377.2,2223018.6
2024,25,342,340.9,412.5,2430249.8
2024,26,303,202.9,389.7,2294951.1
2024,27,266,133.5,255.0,1501882.6
2025,0,486,519.7,186.0,1098296.5
2025,1,486,2523.6,1067.4,6298618.1
2025,2,485,4374.8,1648.1,9728137.1
2025,3,485,4431.9,1623.3,9582561.3
2025,4,486,3918.6,1623.1,9578230.3
2025,5,450,3503.4,1623.9,9580181.7
2025,6,423,2958.7,1746.4,10297815.1
2025,7,380,2620.4,1886.6,11121131.9
2025,8,347,2321.8,1772.1,10445421.6
2025,9,294,2093.2,1929.7,11371169.0
2025,10,256,1947.5,1756.5,10351029.3
2025,11,213,1774.8,1333.0,7857443.3
2025,12,158,1482.4,1303.6,7682602.5
2025,13,114,1416.4,1056.9,6229542.4
2025,14,82,1417.9,834.2,4918802.4
2025,15,39,1617.0,426.2,2518900.8
2026,0,168,559.3,509.5,3002518.2
2026,1,116,2315.6,2922.6,17217148.7
2026,2,78,4186.4,3396.6,20018895.0
2026,3,36,4541.9,3778.0,22265872.4
